u,v,key,osmid,highway,name,oneway,reversed,length,lanes,bridge,maxspeed,tunnel,service,access,width,geometry
9439560362,2294884810,0,220360797,residential,Ngõ 34 Phố Phương Mai,False,True,18.845331928857163,,,,,,,,"LINESTRING (105.8376511 21.0055956, 105.8376877 21.0054296)"
9439560362,9439560363,0,1023619590,service,,False,False,43.745001906824164,,,,,alley,,,"LINESTRING (105.8376511 21.0055956, 105.8380579 21.0056983)"
9439560363,9439560364,0,1023619590,service,,False,False,27.550852619698798,,,,,alley,,,"LINESTRING (105.8380579 21.0056983, 105.8381302 21.0054599)"
9439560363,9439560362,0,1023619590,service,,False,True,43.745001906824164,,,,,alley,,,"LINESTRING (105.8380579 21.0056983, 105.8376511 21.0055956)"
9439560364,12223911404,0,602362881,service,,False,False,26.243900507624986,,,,,alley,,,"LINESTRING (105.8381302 21.0054599, 105.8383722 21.0055282)"
9439560364,5721877141,0,602362881,service,,False,True,7.895424320118397,,,,,alley,,,"LINESTRING (105.8381302 21.0054599, 105.8380563 21.0054431)"
9439560364,9439560363,0,1023619590,service,,False,True,27.550852619698798,,,,,alley,,,"LINESTRING (105.8381302 21.0054599, 105.8380579 21.0056983)"
9567295536,8277275776,0,596721713,residential,Phố Tam Khương,False,False,61.02562226095899,2,,,,,,,"LINESTRING (105.8259714 21.0040917, 105.8265314 21.0042587)"
9567295536,5683792699,0,596721713,residential,Phố Tam Khương,False,True,21.271416235298727,2,,,,,,,"LINESTRING (105.8259714 21.0040917, 105.8257762 21.0040335)"
9567295536,9567295537,0,1038920787,service,Ngách 18 Ngõ 139 Khương Thượng,False,False,42.49536676972913,,,,,alley,,,"LINESTRING (105.8259714 21.0040917, 105.826169 21.003757)"
9567295537,9567295536,0,1038920787,service,Ngách 18 Ngõ 139 Khương Thượng,False,True,42.49536676972913,,,,,alley,,,"LINESTRING (105.826169 21.003757, 105.8259714 21.0040917)"
9567498918,8324610722,0,895560337,service,Ngõ 12 Phố Tôn Thất Tùng,False,False,56.991215687757254,,,,,alley,,,"LINESTRING (105.8300936 21.0036332, 105.8295599 21.0037534)"
9567498918,8324610723,0,895560337,service,Ngõ 12 Phố Tôn Thất Tùng,False,True,7.8162940754334045,,,,,alley,,,"LINESTRING (105.8300936 21.0036332, 105.8301663 21.0036149)"
9567498918,10130533973,0,1107122309,footway,,False,False,7.1497288589609225,,,,,,,,"LINESTRING (105.8300936 21.0036332, 105.8300735 21.0035717)"
9567498918,10130548032,0,1107122309,footway,,False,True,6.996324350159177,,,,,,,,"LINESTRING (105.8300936 21.0036332, 105.8301132 21.0036934)"
9576902791,2291066235,0,219978584,service,,False,False,48.13265810308684,,,,,,private,,"LINESTRING (105.8326188 21.0120272, 105.832979 21.0122998)"
9576902791,2291066234,0,219978584,service,,False,True,52.592906872847365,,,,,,private,,"LINESTRING (105.8326188 21.0120272, 105.8322455 21.0117074)"
9576902791,5710097960,0,1040105401,service,,False,False,29.640496687756485,,,,,,private,,"LINESTRING (105.8326188 21.0120272, 105.8328114 21.0118304)"
9579874403,9579874404,0,1040436421,service,,False,True,19.254137868339292,,,,,,,,"LINESTRING (105.8279056 21.0015298, 105.8278771 21.0013587)"
9579874404,9579874403,0,1040436421,service,,False,False,19.254137868339292,,,,,,,,"LINESTRING (105.8278771 21.0013587, 105.8279056 21.0015298)"
9579874404,10130548090,0,1040436421,service,,False,True,5.574434773410133,,,,,,,,"LINESTRING (105.8278771 21.0013587, 105.8278686 21.0013092)"
9579874405,10130548090,0,1040436421,service,,False,False,9.236383920938922,,,,,,,,"LINESTRING (105.8278544 21.0012272, 105.8278686 21.0013092)"
9579874405,6677217865,0,1158120932,primary,Đường Trường Chinh,True,False,32.81774733491734,5,,,,,,,"LINESTRING (105.8278544 21.0012272, 105.8275581 21.0013301)"
9579877847,9579877849,0,1040434678,service,,False,False,28.863525220944922,,,,,,,,"LINESTRING (105.8253359 21.005812, 105.82559 21.0057066)"
9579877847,9579877848,0,1040434678,service,,False,True,62.425362528148526,,,,,,,,"LINESTRING (105.8253359 21.005812, 105.8247966 21.0060604)"
9579877848,8324457164,0,895543759,service,,False,False,18.825153212313165,,,,,,,,"LINESTRING (105.8247966 21.0060604, 105.8247117 21.0059108)"
9579877848,8324457166,0,895543759,service,,False,True,92.0964771548119,,,,,,,,"LINESTRING (105.8247966 21.0060604, 105.8251827 21.0068061)"
9579877848,9579877847,0,1040434678,service,,False,False,62.425362528148526,,,,,,,,"LINESTRING (105.8247966 21.0060604, 105.8253359 21.005812)"
9579877849,9579877847,0,1040434678,service,,False,True,28.863525220944922,,,,,,,,"LINESTRING (105.82559 21.0057066, 105.8253359 21.005812)"
9579878792,9579878793,0,1040439218,service,,False,False,8.673486259394947,,,,,,,,"LINESTRING (105.8275839 21.0058067, 105.8275034 21.0057858)"
9579878792,12601003726,0,1040439218,service,,False,True,15.549668337522814,,,,,,,,"LINESTRING (105.8275839 21.0058067, 105.827695 21.0059005)"
9579878793,9579878796,0,1040439218,service,,False,False,10.483754624199898,,,,,,,,"LINESTRING (105.8275034 21.0057858, 105.8274062 21.0058114)"
9579878793,9579878792,0,1040439218,service,,False,True,8.673486259394947,,,,,,,,"LINESTRING (105.8275034 21.0057858, 105.8275839 21.0058067)"
9579878796,9579878793,0,1040439218,service,,False,True,10.483754624199898,,,,,,,,"LINESTRING (105.8274062 21.0058114, 105.8275034 21.0057858)"
9579908707,9579908710,0,1040439708,service,,False,False,5.278794012810688,,,,,,,,"LINESTRING (105.8224562 21.0041254, 105.8224263 21.0041638)"
9579908710,5683715141,0,1040439708,service,,False,False,5.026594839339532,,,,,,,,"LINESTRING (105.8224263 21.0041638, 105.822385 21.0041874)"
9579908710,9579908707,0,1040439708,service,,False,True,5.278794012810688,,,,,,,,"LINESTRING (105.8224263 21.0041638, 105.8224562 21.0041254)"
9579909179,11425060841,0,597116993,service,,False,False,34.880200125526535,,,,,,private,,"LINESTRING (105.8308499 21.0006905, 105.8307658 21.0003868)"
9579909179,5686426669,0,597116993,service,,False,True,44.157835347030826,,,,,,private,,"LINESTRING (105.8308499 21.0006905, 105.8309567 21.0010749)"
9579909179,9579909180,0,1040437715,service,,False,False,28.438658518653558,,,,,,,,"LINESTRING (105.8308499 21.0006905, 105.830585 21.0007557)"
9579909180,9579909179,0,1040437715,service,,False,True,28.438658518653558,,,,,,,,"LINESTRING (105.830585 21.0007557, 105.8308499 21.0006905)"
9579945953,10883105380,0,596710662,service,Ngõ 592 Trường Chinh,False,False,15.746167848933226,,,,,alley,,,"LINESTRING (105.8228493 21.0040958, 105.8227822 21.0039688)"
9579945953,5683715144,0,596710662,service,Ngõ 592 Trường Chinh,False,True,19.22694381998023,,,,,alley,,,"LINESTRING (105.8228493 21.0040958, 105.8229364 21.0042484)"
9579945953,10889239015,0,1040441992,service,,False,True,17.392868851483,,,,,alley,,,"LINESTRING (105.8228493 21.0040958, 105.8229927 21.0040149)"
9579969427,5686426665,0,1040444981,service,,False,True,27.219876955186844,,,,,,,,"LINESTRING (105.8308371 21.002102, 105.8309376 21.0023281)"
9580225852,9580225853,0,1040479608,service,,False,True,18.237361032451332,,,,,alley,,,"LINESTRING (105.8291366 21.0119678, 105.829043 21.011829)"
9580225853,9580225852,0,1040479608,service,,False,False,18.237361032451332,,,,,alley,,,"LINESTRING (105.829043 21.011829, 105.8291366 21.0119678)"
9580225853,9580225855,0,1040479608,service,,False,True,45.88653124418881,,,,,alley,,,"LINESTRING (105.829043 21.011829, 105.8288151 21.0114754)"
9580225853,11993550702,0,1236851203,service,,False,True,19.886505184324033,,,,,alley,,,"LINESTRING (105.829043 21.011829, 105.8288716 21.0119089)"
9580225855,11486224310,0,25953590,residential,,False,False,20.103746344051263,,,,,,,,"LINESTRING (105.8288151 21.0114754, 105.8286494 21.011569)"
9580225855,11849697359,0,25953590,residential,,False,True,17.807078145895428,,,,,,,,"LINESTRING (105.8288151 21.0114754, 105.8289661 21.0113994)"
9580225855,9580225853,0,1040479608,service,,False,False,45.88653124418881,,,,,alley,,,"LINESTRING (105.8288151 21.0114754, 105.829043 21.011829)"
9580258005,10130548108,0,1040482748,service,,False,True,84.50606933374978,,,,,,,,"LINESTRING (105.8340039 21.0003102, 105.8337862 20.9995779)"
9580258006,5686449777,0,704089866,primary,Đường Trường Chinh,True,False,29.00879945468344,5,,,,,,,"LINESTRING (105.8337708 20.9995224, 105.8334989 20.9995826)"
9580258006,10130548108,0,1040482748,service,,False,False,6.375031822561886,,,,,,,,"LINESTRING (105.8337708 20.9995224, 105.8337862 20.9995779)"
9580276172,9580276174,0,1040487551,service,,False,False,9.938725531757468,,,,,alley,,,"LINESTRING (105.82806 21.0114415, 105.8281419 21.0114878)"
9580276173,9580276177,0,1040487551,service,,False,False,14.787120183450938,,,,,alley,,,"LINESTRING (105.8283055 21.0115654, 105.8284221 21.0116418)"
9580276173,9580276174,0,1040487551,service,,False,True,19.04838870894448,,,,,alley,,,"LINESTRING (105.8283055 21.0115654, 105.8281419 21.0114878)"
9580276174,9580276173,0,1040487551,service,,False,False,19.04838870894448,,,,,alley,,,"LINESTRING (105.8281419 21.0114878, 105.8283055 21.0115654)"
9580276174,9580276172,0,1040487551,service,,False,True,9.938725531757468,,,,,alley,,,"LINESTRING (105.8281419 21.0114878, 105.82806 21.0114415)"
9580276175,283137533,0,38028943,residential,Ngõ 119 Hồ Đắc Di,False,False,36.70975703413481,,,,,,,,"LINESTRING (105.8278879 21.0114561, 105.8277266 21.0111623)"
9580276175,11397638660,0,38028943,residential,Ngõ 119 Hồ Đắc Di,False,True,44.36132007783732,,,,,,,,"LINESTRING (105.8278879 21.0114561, 105.8281014 21.0118017)"
9580276177,283137361,0,1040487551,service,,False,False,5.508766515333212,,,,,alley,,,"LINESTRING (105.8284221 21.0116418, 105.828461 21.0116755)"
9580276177,9580276173,0,1040487551,service,,False,True,14.787120183450938,,,,,alley,,,"LINESTRING (105.8284221 21.0116418, 105.8283055 21.0115654)"
9580276178,283137361,0,1040487551,service,,False,True,64.66018033805986,,,,,alley,,,"LINESTRING (105.8287519 21.0121897, 105.828461 21.0116755)"
9580279695,8167688765,0,1040489704,service,,False,False,39.110972345301846,,,,,alley,,,"LINESTRING (105.8336015 21.0043953, 105.8338675 21.0046444)"
9580286345,9612444608,0,1040489035,service,,False,False,3.0853798162602413,,,,,,,,"LINESTRING (105.8404485 20.9995685, 105.8404713 20.9995507)"
9580286345,9580286347,0,1040489035,service,,False,True,26.851487166218128,,,,,,,,"LINESTRING (105.8404485 20.9995685, 105.8401903 20.9995829)"
9580286346,9932911249,0,318479651,service,Ngõ 78 Đường Giải Phóng,False,False,24.438248423476768,,,40,,alley,,,"LINESTRING (105.8404586 20.9991385, 105.8402232 20.9991362)"
9580286346,4530855092,0,318479651,service,Ngõ 78 Đường Giải Phóng,False,True,62.77790676794805,,,40,,alley,,,"LINESTRING (105.8404586 20.9991385, 105.8410633 20.9991448)"
9580286346,9967079516,0,1040489035,service,,False,True,8.273077055912875,,,,,,,,"LINESTRING (105.8404586 20.9991385, 105.8404591 20.9992129)"
9580286347,9580286345,0,1040489035,service,,False,False,26.851487166218128,,,,,,,,"LINESTRING (105.8401903 20.9995829, 105.8404485 20.9995685)"
9580286347,9612444609,0,1040489035,service,,False,True,10.713268192371878,,,,,,,,"LINESTRING (105.8401903 20.9995829, 105.8400871 20.9995833)"
9580286348,9612444609,0,1040489035,service,,False,False,3.1920713014244186,,,,,,,,"LINESTRING (105.8400572 20.99959, 105.8400871 20.9995833)"
9580286348,9612444610,0,1040489035,service,,False,True,2.268642775620498,,,,,,,,"LINESTRING (105.8400572 20.99959, 105.8400442 20.9996064)"
9580286349,9967079516,0,1040489035,service,,False,False,35.11257089547664,,,,,,,,"LINESTRING (105.8404732 20.9995284, 105.8404591 20.9992129)"
9580286349,9612444608,0,1040489035,service,,False,True,2.487482476700394,,,,,,,,"LINESTRING (105.8404732 20.9995284, 105.8404713 20.9995507)"
9580309734,11124198252,0,1040488115,service,,False,True,5.7531555313359215,,,,,,,,"LINESTRING (105.834521 21.0026204, 105.8344734 21.0025939)"
9580309734,11849709774,0,1199330579,service,Ngách 10 Ngõ 135 Phương Mai,False,False,15.86343793609052,,,,,,,,"LINESTRING (105.834521 21.0026204, 105.8346685 21.0026577)"
9580309734,8277275745,0,1199330581,service,Ngõ 167 Phương Mai,False,False,28.210504388373824,,,,,alley,,,"LINESTRING (105.834521 21.0026204, 105.8345883 21.0023746)"
9580309734,5674267226,0,1199330581,service,Ngõ 167 Phương Mai,False,True,17.62806588536674,,,,,alley,,,"LINESTRING (105.834521 21.0026204, 105.8344746 21.0027729)"
9580309735,11124198252,0,1040488115,service,,False,False,14.251248902855552,,,,,,,,"LINESTRING (105.8343418 21.0025574, 105.8344734 21.0025939)"
9580329502,9612448519,0,1040490063,service,,False,True,45.490226085409795,,,,,,,,"LINESTRING (105.8390246 20.9990791, 105.8385864 20.9990812)"
9580329503,9612448519,0,1040490063,service,,False,False,3.0768119827337586,,,,,,,,"LINESTRING (105.8385583 20.9990724, 105.8385864 20.9990812)"
9580329503,9612448520,0,1040490063,service,,False,True,2.8465729050982107,,,,,,,,"LINESTRING (105.8385583 20.9990724, 105.8385482 20.9990486)"
9580329504,9612448520,0,1040490063,service,,False,False,20.16012037786482,,,,,,,,"LINESTRING (105.8385495 20.9988673, 105.8385482 20.9990486)"
9580329504,11389683709,0,1040490063,service,,False,True,12.531724633482833,,,,,,,,"LINESTRING (105.8385495 20.9988673, 105.8385492 20.9987546)"
9580329505,6689689936,0,704641291,primary,Đường Trường Chinh,True,False,23.198489641056916,2,,,,,,,"LINESTRING (105.8385315 20.998679, 105.838314 20.9987269)"
9580329505,10130548122,0,1040490063,service,,False,False,3.829290174620198,,,,,,,,"LINESTRING (105.8385315 20.998679, 105.8385413 20.9987122)"
9580341891,5662904000,0,617351094,tertiary,Phố Lương Định Của,False,False,6.031501045185257,,,,,,,,"LINESTRING (105.8360538 21.0021896, 105.8360515 21.0022438)"
9580341891,5686449772,0,617351094,tertiary,Phố Lương Định Của,False,True,26.425898089209436,,,,,,,,"LINESTRING (105.8360538 21.0021896, 105.8360484 21.001952)"
9580341891,9580341892,0,1040493172,service,,False,True,66.4781510219778,,,,,,,,"LINESTRING (105.8360538 21.0021896, 105.8366941 21.0021793)"
9580341892,9580341891,0,1040493172,service,,False,False,66.4781510219778,,,,,,,,"LINESTRING (105.8366941 21.0021793, 105.8360538 21.0021896)"
9580342047,9580342048,0,1040492281,service,,False,True,31.879329819936636,,,,,,,,"LINESTRING (105.8396998 21.0014127, 105.8397078 21.0016993)"
9580342048,1905155049,0,11707000,service,,False,False,125.4791729865108,,,,,,,,"LINESTRING (105.8397078 21.0016993, 105.8409157 21.0016568)"
9580342048,5662903999,0,11707000,service,,False,True,48.888562550891585,,,,,,,,"LINESTRING (105.8397078 21.0016993, 105.839237 21.0017104)"
9580342048,9580342047,0,1040492281,service,,False,False,31.879329819936636,,,,,,,,"LINESTRING (105.8397078 21.0016993, 105.8396998 21.0014127)"
9580353364,9580353365,0,1040493701,service,,False,True,43.19285316129596,,,,,,,,"LINESTRING (105.8330602 21.0040213, 105.8326588 21.003919)"
9580353365,9375001649,0,711521056,service,,False,False,10.57000565105333,,,,,alley,,,"LINESTRING (105.8326588 21.003919, 105.8326513 21.0040138)"
9580353365,9375001650,0,711521056,service,,False,True,4.233899186114145,,,,,alley,,,"LINESTRING (105.8326588 21.003919, 105.8326675 21.0038818)"
9580353365,9580353364,0,1040493701,service,,False,False,43.19285316129596,,,,,,,,"LINESTRING (105.8326588 21.003919, 105.8330602 21.0040213)"
9581992871,12353733515,0,601578008,service,,False,False,13.533357581398937,,,,,,,,"LINESTRING (105.8380744 21.0071262, 105.8380594 21.0072471)"
9582123770,10130399638,0,179996746,residential,Ngõ 4B Phố Đặng Văn Ngữ,False,False,24.796266972819875,,,,,,,,"LINESTRING (105.8316061 21.0096442, 105.8313846 21.0095607)"
9582123770,1904398547,0,179996746,residential,Ngõ 4B Phố Đặng Văn Ngữ,False,True,55.644694978723464,,,,,,,,"LINESTRING (105.8316061 21.0096442, 105.8321006 21.0098374)"
9582123770,9582123772,0,1040726098,service,,False,True,89.2743418325638,,,,,alley,,,"LINESTRING (105.8316061 21.0096442, 105.8319296 21.0089003)"
9582123772,10130399639,0,179996748,residential,Ngõ 4A Phố Đặng Văn Ngữ,False,False,25.618523459447488,,,,,,,,"LINESTRING (105.8319296 21.0089003, 105.8317051 21.0088046)"
9582123772,11263823825,0,179996748,residential,Ngõ 4A Phố Đặng Văn Ngữ,False,True,23.301673695432402,,,,,,,,"LINESTRING (105.8319296 21.0089003, 105.8321369 21.0089807)"
9582123772,9582123770,0,1040726098,service,,False,False,89.2743418325638,,,,,alley,,,"LINESTRING (105.8319296 21.0089003, 105.8316061 21.0096442)"
9582189351,5718888806,0,601861003,service,Đường Giải Phóng,False,False,47.203145124548314,,,,,,,,"LINESTRING (105.8411402 21.0067491, 105.8411375 21.0063246)"
9582189351,12353733517,0,1335334253,service,Ngõ 10 Giải Phóng,False,False,23.80359971694077,,,,,alley,,,"LINESTRING (105.8411402 21.0067491, 105.8409109 21.006747)"
9582189351,12353733523,0,1335334254,service,Đường Giải Phóng,False,True,24.058520460209238,,,,,,,,"LINESTRING (105.8411402 21.0067491, 105.8411458 21.0069654)"
9582193367,1904398573,0,1040727595,service,Ngách 2 Ngõ 4A Đặng Văn Ngữ,False,False,41.854249475306574,,,,,,,,"LINESTRING (105.8340413 21.0104512, 105.8337232 21.0102199)"
9582193367,10142619331,0,1040727595,service,Ngách 2 Ngõ 4A Đặng Văn Ngữ,False,True,20.70199878182387,,,,,,,,"LINESTRING (105.8340413 21.0104512, 105.8342137 21.0105448)"
9582203383,10130376635,0,1040726770,service,,False,False,5.827628626654986,,,,,,,,"LINESTRING (105.8321464 21.0066289, 105.8321769 21.0065849)"
9582203383,10130376634,0,1040726770,service,,False,True,15.624208156757529,,,,,,,,"LINESTRING (105.8321464 21.0066289, 105.8320465 21.006734)"
9582203385,10130376634,0,1040726770,service,,False,False,2.4250815120523073,,,,,,,,"LINESTRING (105.8320311 21.0067504, 105.8320465 21.006734)"
9582203385,9582203386,0,1040726770,service,,False,True,3.9464176783745906,,,,,,,,"LINESTRING (105.8320311 21.0067504, 105.8319964 21.0067649)"
9582203386,6684287970,0,702927012,secondary,Phố Phạm Ngọc Thạch,True,False,20.57495432947769,2,,,,,,,"LINESTRING (105.8319964 21.0067649, 105.832147 21.0068852)"
9582203386,9582203385,0,1040726770,service,,False,False,3.9464176783745906,,,,,,,,"LINESTRING (105.8319964 21.0067649, 105.8320311 21.0067504)"
9582206599,9582206603,0,1040729337,service,Ngách 2/4D Đặng Văn Ngữ,False,True,48.49240394820999,,,,,,,,"LINESTRING (105.8322081 21.0106816, 105.8325571 21.0109715)"
9582206603,10130399588,0,25953589,residential,Ngõ 4D Đặng Văn Ngữ,False,False,122.59505542747932,,,,,,,,"LINESTRING (105.8325571 21.0109715, 105.8317775 21.0117997)"
9582206603,8329563310,0,25953589,residential,Ngõ 4D Đặng Văn Ngữ,False,True,31.337293028252127,,,,,,,,"LINESTRING (105.8325571 21.0109715, 105.8327554 21.010759)"
9582206603,9582206599,0,1040729337,service,Ngách 2/4D Đặng Văn Ngữ,False,False,48.49240394820999,,,,,,,,"LINESTRING (105.8325571 21.0109715, 105.8322081 21.0106816)"
9582218743,9582218744,0,1040728812,service,,False,True,20.388056844626746,,,,,alley,,,"LINESTRING (105.8357647 21.0112273, 105.8359242 21.0113343)"
9582218744,8277275688,0,890573909,service,,False,False,12.746886117967719,,,,,alley,,,"LINESTRING (105.8359242 21.0113343, 105.8360012 21.011245)"
9582218744,11964097773,0,890573909,service,,False,True,50.853660093942075,,,,,alley,,,"LINESTRING (105.8359242 21.0113343, 105.8356255 21.0116968)"
9582218744,9582218743,0,1040728812,service,,False,False,20.388056844626746,,,,,alley,,,"LINESTRING (105.8359242 21.0113343, 105.8357647 21.0112273)"
9582222622,9582222623,0,1040728033,service,,False,True,10.114570477907233,,,,,alley,,,"LINESTRING (105.8344343 21.0103497, 105.8343512 21.0103022)"
9582222623,9582222622,0,1040728033,service,,False,False,10.114570477907233,,,,,alley,,,"LINESTRING (105.8343512 21.0103022, 105.8344343 21.0103497)"
9582222623,9582222624,0,1040728033,service,,False,True,10.472379609889028,,,,,alley,,,"LINESTRING (105.8343512 21.0103022, 105.8342747 21.0102408)"
9582222624,9582222623,0,1040728033,service,,False,False,10.472379609889028,,,,,alley,,,"LINESTRING (105.8342747 21.0102408, 105.8343512 21.0103022)"
9582222624,9582222625,0,1040728033,service,,False,True,8.652980219027267,,,,,alley,,,"LINESTRING (105.8342747 21.0102408, 105.8342077 21.0101945)"
9582222625,9582222624,0,1040728033,service,,False,False,8.652980219027267,,,,,alley,,,"LINESTRING (105.8342077 21.0101945, 105.8342747 21.0102408)"
9582222625,9582222626,0,1040728033,service,,False,True,4.63193729821883,,,,,alley,,,"LINESTRING (105.8342077 21.0101945, 105.8341634 21.0101895)"
9582222626,9582222625,0,1040728033,service,,False,False,4.63193729821883,,,,,alley,,,"LINESTRING (105.8341634 21.0101895, 105.8342077 21.0101945)"
9582222626,9582222627,0,1040728033,service,,False,True,3.369992505444361,,,,,alley,,,"LINESTRING (105.8341634 21.0101895, 105.8341433 21.0101657)"
9582222627,9582222626,0,1040728033,service,,False,False,3.369992505444361,,,,,alley,,,"LINESTRING (105.8341433 21.0101657, 105.8341634 21.0101895)"
9582222627,9582222628,0,1040728033,service,,False,True,6.53916542639342,,,,,alley,,,"LINESTRING (105.8341433 21.0101657, 105.8341125 21.0101144)"
9582222628,9582222627,0,1040728033,service,,False,False,6.53916542639342,,,,,alley,,,"LINESTRING (105.8341125 21.0101144, 105.8341433 21.0101657)"
9582222628,9582222629,0,1040728033,service,,False,True,9.358535237736037,,,,,alley,,,"LINESTRING (105.8341125 21.0101144, 105.8340481 21.0100555)"
9582222629,9582222628,0,1040728033,service,,False,False,9.358535237736037,,,,,alley,,,"LINESTRING (105.8340481 21.0100555, 105.8341125 21.0101144)"
9582222629,5710482890,0,1040728033,service,,False,True,17.92533672183889,,,,,alley,,,"LINESTRING (105.8340481 21.0100555, 105.8339301 21.0099378)"
9582227633,10685723750,0,1185723926,secondary,Phố Phạm Ngọc Thạch,True,False,12.52683013424718,2,,,,,,,"LINESTRING (105.8332639 21.0077875, 105.8333343 21.007879)"
9602775112,5485779521,0,570592212,service,Ngõ 165 Phố Chùa Bộc,False,False,32.32104254865618,,,,,,,,"LINESTRING (105.8267696 21.0071586, 105.8269103 21.0074179)"
9602775112,5485778379,0,570592212,service,Ngõ 165 Phố Chùa Bộc,False,True,32.70456051710043,,,,,,,,"LINESTRING (105.8267696 21.0071586, 105.8266292 21.0068953)"
9602775112,10060474794,0,1098768158,service,Ngách 4/165 Phố Chùa Bộc,False,True,20.562242815929014,,,,,alley,,,"LINESTRING (105.8267696 21.0071586, 105.8265905 21.0072376)"
9612444608,9580286349,0,1040489035,service,,False,False,2.487482476700394,,,,,,,,"LINESTRING (105.8404713 20.9995507, 105.8404732 20.9995284)"
9612444608,9580286345,0,1040489035,service,,False,True,3.0853798162602413,,,,,,,,"LINESTRING (105.8404713 20.9995507, 105.8404485 20.9995685)"
9612444609,9580286347,0,1040489035,service,,False,False,10.713268192371878,,,,,,,,"LINESTRING (105.8400871 20.9995833, 105.8401903 20.9995829)"
9612444609,9580286348,0,1040489035,service,,False,True,3.1920713014244186,,,,,,,,"LINESTRING (105.8400871 20.9995833, 105.8400572 20.99959)"
9612444610,9580286348,0,1040489035,service,,False,False,2.268642775620498,,,,,,,,"LINESTRING (105.8400442 20.9996064, 105.8400572 20.99959)"
9612444610,8340752609,0,1040489035,service,,False,True,33.79291531457189,,,,,,,,"LINESTRING (105.8400442 20.9996064, 105.8400562 20.9999101)"
9612448519,9580329502,0,1040490063,service,,False,False,45.490226085409795,,,,,,,,"LINESTRING (105.8385864 20.9990812, 105.8390246 20.9990791)"
9612448519,9580329503,0,1040490063,service,,False,True,3.0768119827337586,,,,,,,,"LINESTRING (105.8385864 20.9990812, 105.8385583 20.9990724)"
9612448520,9580329503,0,1040490063,service,,False,False,2.8465729050982107,,,,,,,,"LINESTRING (105.8385482 20.9990486, 105.8385583 20.9990724)"
9612448520,9580329504,0,1040490063,service,,False,True,20.16012037786482,,,,,,,,"LINESTRING (105.8385482 20.9990486, 105.8385495 20.9988673)"
9624461964,6677895175,0,596710683,primary_link,,True,False,3.0323658820933055,1,,,,,,,"LINESTRING (105.8206948 21.0032419, 105.8206996 21.0032688)"
9673901067,1497969865,0,136557778,service,,False,False,76.92208929790401,,,,,,,,"LINESTRING (105.8340535 21.0036195, 105.8333388 21.0034368)"
9673901067,1905157823,0,136557778,service,,False,True,18.374042929581705,,,,,,,,"LINESTRING (105.8340535 21.0036195, 105.8342242 21.0036632)"
9673901067,9673901068,0,1016444069,service,Ngõ 41 Đông Tác,False,False,22.302223365647777,,,,,alley,,,"LINESTRING (105.8340535 21.0036195, 105.8338889 21.0037484)"
9673901068,12222035107,0,1016444069,service,Ngõ 41 Đông Tác,False,False,5.034587468740611,,,,,alley,,,"LINESTRING (105.8338889 21.0037484, 105.8338522 21.003778)"
9673901068,9673901067,0,1016444069,service,Ngõ 41 Đông Tác,False,True,22.302223365647777,,,,,alley,,,"LINESTRING (105.8338889 21.0037484, 105.8340535 21.0036195)"
9673901068,9673901074,0,1052643079,service,,False,False,22.455485681537176,,,,,,,,"LINESTRING (105.8338889 21.0037484, 105.8340329 21.0038991)"
9673901069,9673901070,0,1016444069,service,Ngõ 41 Đông Tác,False,False,13.65086781507832,,,,,alley,,,"LINESTRING (105.833703 21.0036487, 105.8336067 21.0037323)"
9673901069,12222035105,0,1016444069,service,Ngõ 41 Đông Tác,False,True,14.078697600204592,,,,,alley,,,"LINESTRING (105.833703 21.0036487, 105.8337929 21.0037435)"
9673901070,12222035128,0,1016444069,service,Ngõ 41 Đông Tác,False,False,12.393745211105895,,,,,alley,,,"LINESTRING (105.8336067 21.0037323, 105.8335152 21.0038039)"
9673901070,9673901069,0,1016444069,service,Ngõ 41 Đông Tác,False,True,13.65086781507832,,,,,alley,,,"LINESTRING (105.8336067 21.0037323, 105.833703 21.0036487)"
9673901071,9673901072,0,1016444069,service,Ngõ 41 Đông Tác,False,False,31.446260264207282,,,,,alley,,,"LINESTRING (105.8334793 21.0038319, 105.8332685 21.004035)"
9673901071,12222035128,0,1016444069,service,Ngõ 41 Đông Tác,False,True,4.856099205861737,,,,,alley,,,"LINESTRING (105.8334793 21.0038319, 105.8335152 21.0038039)"
9673901072,12222035108,0,711521056,service,,False,False,49.71309393468828,,,,,alley,,,"LINESTRING (105.8332685 21.004035, 105.8329882 21.0036725)"
9673901072,9375001658,0,1016444069,service,Ngõ 41 Đông Tác,False,False,19.608680036201967,,,,,alley,,,"LINESTRING (105.8332685 21.004035, 105.8334051 21.0041568)"
9673901072,9673901071,0,1016444069,service,Ngõ 41 Đông Tác,False,True,31.446260264207282,,,,,alley,,,"LINESTRING (105.8332685 21.004035, 105.8334793 21.0038319)"
9673901074,9673901075,0,1052643079,service,,False,False,13.992404213417801,,,,,,,,"LINESTRING (105.8340329 21.0038991, 105.834142 21.0038252)"
9673901074,9673901068,0,1052643079,service,,False,True,22.455485681537176,,,,,,,,"LINESTRING (105.8340329 21.0038991, 105.8338889 21.0037484)"
9673901075,9673901074,0,1052643079,service,,False,True,13.992404213417801,,,,,,,,"LINESTRING (105.834142 21.0038252, 105.8340329 21.0038991)"
9673901077,12222026394,0,711521056,service,,False,False,6.814284179227965,,,,,alley,,,"LINESTRING (105.8328906 21.00368, 105.8328391 21.003718)"
